,ACCOUNT_ID,ACCOUNT_NM,ACCOUNT_INDUSTRY_NM,EMPLOYEE_COUNT,LOGACTIVEAGE,AOV_BAND,SUPPORT_LEVEL_NM,LIC_NUM_SFDC,LIC_NUM_USR_SFDC,LIC_NUM_USR_SFDC_14D,LIC_UTIL_OEM_ADJ_CUST,LIC_TLP_14D_SFDC,LIC_TLP_14D_CUST,LOG_DIST_CAMPAIGNS_USRS,LOG_DIST_EVENTS_UI_USRS,LOG_DIST_TASKS_UI_USRS,LOG_DIST_CUST_OBJ_UI_USRS,LOG_TOT_RPT_DSHBRD_VWS_PR_USR,LOG_DIST_DSHBRD_USR_VIEWS,LOG_DIST_QUOTES_UI_USRS,LOG_DIST_OPPTY_USRS,LOG_DIST_CASES_FEED_USRS,LOG_DIST_ENTITLEMENTS_UI_USRS,LOG_DIST_CASES_UI_USRS,LOG_DIST_SERVICE_CONSOLE_USRS,LOG_DIST_CASES_API_USRS,LOG_DIST_SOLUTIONS_UI_USRS,LOG_DIST_KNWLDG_SEARCH_USRS,LOG_DIST_CTI_USRS,LOG_DIST_SOAP_API_USRS,ORG_OPPT_SHARING_RULES_NUM,ORG_OPPTS_NUM,ORG_LEADS_PER_USER_NUM,ORG_LEADS_NUM,ORG_PRODUCTS_NUM,ORG_WORKFLOW_RULES_NUM,ORG_CUSTOM_APPS_NUM,ORG_ACCTS_NUM,ORG_CONTACTS_NUM,ORG_ACTIVITIES_NUM,ORG_CUSTOM_OBJECT_RECORDS_NUM,ORG_CASE_QUEUES_NUM,ORG_CASE_REC_TYPES_NUM,ORG_CASE_SHARING_RULES_NUM,ORG_CASES_NUM,ORG_SOLUTIONS_NUM,ORG_APEX_LOC_WRITTEN,CR_SETUP,CO_PHONE,CO_CHAT,CS_OOS,M_ESC_COMM_BIN_CNT,SLA1_MISS_CNT,NUM_MNTH_KA,NUM_MNTH_TRAIL,NUM_MNTH_VIDEO,NUM_MNTH_COMMUNITY,NUM_MNTH_WEBINAR,NUM_MNTH_CSR,LOW_CSAT_CASES_PCT,TOTAL_ACV,OPENPIPE_FTM,PIPEGEN_TTM,LOSTPIPE_TTM,GROWTH_PERCENTAGE_TTM,WIN_PERCENTAGE_TTM,ATTRITION_PERCENTAGE_TTM,TOTAL_OPTIES,PTBFLAG,FLAG,ACCOUNT_INDUSTRY_NM[T.Agriculture & Mining],ACCOUNT_INDUSTRY_NM[T.Education],"ACCOUNT_INDUSTRY_NM[T.Engineering, Construction, & Real Estate]",ACCOUNT_INDUSTRY_NM[T.Financial Services],ACCOUNT_INDUSTRY_NM[T.Healthcare & Life Sciences],ACCOUNT_INDUSTRY_NM[T.High Tech],"ACCOUNT_INDUSTRY_NM[T.Hospitality, Travel, & Transportation]",ACCOUNT_INDUSTRY_NM[T.Manufacturing],ACCOUNT_INDUSTRY_NM[T.Media & Communications],ACCOUNT_INDUSTRY_NM[T.Nonprofit Institutions],ACCOUNT_INDUSTRY_NM[T.Other],ACCOUNT_INDUSTRY_NM[T.Professional Services],ACCOUNT_INDUSTRY_NM[T.Public Sector],ACCOUNT_INDUSTRY_NM[T.Retail],AOV_BAND[T.$1-1K],AOV_BAND[T.$100K-200K],AOV_BAND[T.$10K-50K],AOV_BAND[T.$10M-25M],AOV_BAND[T.$1K-10K],AOV_BAND[T.$1M-5M],AOV_BAND[T.$200K-600K],AOV_BAND[T.$25M+],AOV_BAND[T.$50K-100K],AOV_BAND[T.$5M-10M],AOV_BAND[T.$600K-1M],AOV_BAND[T.0-1$],SUPPORT_LEVEL_NM[T.Basic],SUPPORT_LEVEL_NM[T.Other],SUPPORT_LEVEL_NM[T.Partner Premier + Account Manager],SUPPORT_LEVEL_NM[T.Premier],Prediction,y_test,y_pred
4486,0013000000ZjYG4,Holmes Murphy & Associates,Financial Services,685.0,3,$200K-600K,Premier,206.0,205.0,156.0,0.0,0.76,0.0,14.0,2.0,62.0,104.0,8.97,29.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,13361.0,253.04,51873.0,35.0,83.0,14.0,36789.0,47335.0,190537.0,679511.0,9.0,1.0,0.0,24.0,0.0,8172.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110588.65000000001,266800.0,285521.32,79162.8,0.44,0.58,0.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
6404,0013000001M1bFZ,Firma Foreign Exchange,Financial Services,501.0,0,$200K-600K,Premier,120.0,5.0,4.0,0.0,0.8,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,4.0,0.0,0.0,0.0,3.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240523.2,0.0,703569.6,240523.2,1.0,0.5,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
4523,0013000000Gu4mN,CWS-boco International GmbH,Manufacturing,2321.0,3,$1M-5M,Premier,2382.0,2340.0,2024.0,0.0,0.86,0.0,158.0,931.0,707.0,1074.0,26.78,763.0,727.0,1404.0,0.0,29.0,1740.0,119.0,16.0,0.0,50.0,105.0,789.0,53.0,1119220.0,323.04,755904.0,181607.0,306.0,17.0,1783791.0,2433426.0,6855048.0,47812087.0,15.0,14.0,178.0,5688733.0,112.0,66015.0,1.0,0.0,2.0,2.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,42112.66,224743.66,299850.31,100332.0,0.02,0.3,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
2597,0013000000ZlOJ1,Centurycomm Limited,Media & Communications,5392.0,3,$600K-1M,Premier,895.0,724.0,537.0,0.0,0.74,0.0,39.0,27.0,321.0,456.0,17.62,231.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,6566037.0,3510.2000000000003,2541384.0,2222.0,192.0,34.0,935204.0,1295490.0,5991405.0,25683639.0,58.0,0.0,0.0,0.0,0.0,42222.0,1.0,0.0,40.0,1.0,0.0,26.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1440.0,156890.0,361746.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
1716,0013000000HF6KD,Santa Fe Group,"Hospitality, Travel, & Transportation",2800.0,3,$1M-5M,Premier,2002.0,323.0,202.0,0.0,0.63,0.0,9.0,95.0,74.0,60.0,9.02,86.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,13.0,42449.0,245.8,79394.0,96.0,43.0,8.0,29698.0,42737.0,293433.0,24514.0,14.0,0.0,0.0,1.0,0.0,2787.0,1.0,0.0,4.0,1.0,0.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1371659.29,578375.0,1429699.17,0.0,4.25,1.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0,1.0
6876,0013000000I5o7F,"Kraft Foods Group, Inc.",Manufacturing,110000.0,1,$200K-600K,Premier,325.0,287.0,182.0,0.0,0.63,0.0,0.0,124.0,64.0,102.0,2.22,9.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,86177.0,0.02,7.0,294.0,20.0,1.0,2516279.0,2315836.0,291459.0,93000.0,3.0,0.0,0.0,0.0,0.0,4791.0,0.0,0.0,2.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341880.0,0.0,369960.0,0.0,1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
9295,00130000002xKGK,Hurtigruten Pluss AS,"Hospitality, Travel, & Transportation",209.0,3,$200K-600K,Basic,216.0,216.0,188.0,0.0,0.87,0.0,18.0,18.0,22.0,109.0,640.03,91.0,0.0,0.0,0.0,0.0,93.0,0.0,2.0,0.0,0.0,1.0,46.0,0.0,70.0,557.58,120437.0,0.0,80.0,6.0,2552319.0,2597035.0,17377.0,14720032.0,62.0,9.0,16.0,334530.0,1.0,8511.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180120.03,0.0,37370.03,0.0,0.8300000000000001,1.0,0.0,22.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
2541,0013000000rnDlk,Allergan AGN,Healthcare & Life Sciences,10000.0,3,$5M-10M,Premier,376.0,126.0,72.0,0.62,0.5700000000000001,0.1,0.0,2.0,9.0,1537.0,0.03,93.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,365.0,0.0,167.0,0.03,4.0,18.0,248.0,37.0,1060.0,994.0,14437.0,4403793.0,103.0,3.0,26.0,820.0,0.0,90913.0,0.0,2.0,6.0,0.0,1.0,29.0,0.0,3.0,10.0,0.0,1.0,0.0,3.33,877942.8200000001,86000.0,1303942.82,360000.0,0.13,0.71,1.0,4.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0.0
9320,00130000016jMc5,TP Vision Holding BV,Manufacturing,200.0,2,$200K-600K,Basic,300.0,285.0,237.0,0.0,0.8300000000000001,0.0,0.0,1.0,3.0,224.0,3.38,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,834.0,0.01,4.0,1174.0,215.0,1.0,22030.0,8368.0,384.0,704186.0,19.0,0.0,0.0,0.0,0.0,2766.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562515.12,678765.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
3358,00100000001UFXZ,"JPMorgan Chase Bank, National Association",Financial Services,2101.0,4,$1M-5M,Premier,1547.0,1488.0,1111.0,0.0,0.75,0.0,51.0,123.0,607.0,775.0,44.44,670.0,0.0,763.0,0.0,0.0,329.0,0.0,29.0,1.0,0.0,0.0,469.0,102.0,2336478.0,1830.98,2724496.0,29.0,364.0,18.0,3099718.0,2707578.0,2971631.0,9169001.0,3.0,35.0,45.0,1591641.0,7988.0,3970.0,2.0,1.0,4.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,500826.94,207000.0,620377.0,72000.0,0.5,0.87,0.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
4094,0013000000NQOWn,The Risk Advisory Group*,Healthcare & Life Sciences,116.0,3,$200K-600K,Premier,116.0,99.0,90.0,0.42,0.91,0.81,15.0,4.0,55.0,119.0,25.89,37.0,0.0,60.0,0.0,0.0,0.0,0.0,17.0,0.0,8.0,0.0,83.0,15.0,10678.0,55.04,5449.0,32.0,281.0,38.0,7796.0,33058.0,104356.0,4259324.0,62.0,7.0,0.0,6.0,0.0,23733.0,0.0,2.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49950.11,20884.87,7482.110000000001,0.0,0.23,1.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
8076,0013000000hLWSB,ReachLocal  (Unlimited Org),Media & Communications,2602.0,3,$600K-1M,Premier,1252.0,1117.0,997.0,0.0,0.89,0.0,63.0,607.0,697.0,741.0,21.76,399.0,0.0,740.0,0.0,1.0,36.0,24.0,1.0,0.0,0.0,66.0,808.0,0.0,558395.0,2163.21,2416302.0,0.0,34.0,11.0,383669.0,734833.0,11458155.0,7615466.0,37.0,0.0,0.0,69550.0,1.0,50483.0,0.0,2.0,11.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295657.29,0.0,105447.25,789.96,0.18,1.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
493,0013000000ZkJxr,"Wheaton Industries, Inc.",Healthcare & Life Sciences,214.0,2,$100K-200K,Premier,68.0,66.0,56.0,0.0,0.85,0.0,5.0,6.0,36.0,42.0,6.61,6.0,0.0,31.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,50.0,4.0,2825.0,141.35,9329.0,27242.0,22.0,6.0,14080.0,43980.0,175413.0,3927.0,1.0,2.0,2.0,1691.0,3.0,1163.0,3.0,0.0,8.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5700000000000003,19776.0,60000.0,199449.63,66960.0,0.18,0.23,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
3353,0013000000LjT6o,Sony DADC Austria Aktiengesellschaft,Manufacturing,1067.0,4,$200K-600K,Premier,178.0,172.0,117.0,0.0,0.68,0.0,6.0,7.0,19.0,49.0,2.74,4.0,0.0,56.0,0.0,0.0,106.0,0.0,82.0,0.0,0.0,0.0,106.0,5.0,51815.0,99.88,17179.0,154.0,51.0,10.0,20089.0,30295.0,557092.0,266211.0,0.0,24.0,5.0,732718.0,146.0,15772.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,5.88,0.0,0.0,14400.0,14400.0,0.0,0.0,0.36,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
3730,0013000001M1EhV,"Solar Frontier Co., Ltd.",High Tech,750.0,1,$200K-600K,Premier,22.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,40.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,4757.0,19.0,0.0,2720493.0,0.0,0.0,0.0,0.0,0.0,55918.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305335.7,110589.6,121836.0,11246.4,16.27,0.96,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
211,0013000000NPcUt,Citation Limited,"Engineering, Construction, & Real Estate",202.0,2,$200K-600K,Premier,207.0,201.0,187.0,0.0,0.93,0.0,49.0,123.0,102.0,115.0,85.07000000000001,122.0,10.0,153.0,0.0,0.0,11.0,7.0,1.0,0.0,2.0,84.0,59.0,41.0,38004.0,4224.18,849060.0,437.0,141.0,15.0,51672.0,100887.0,3279889.0,3709895.0,31.0,4.0,1.0,9638.0,71.0,5916.0,2.0,0.0,6.0,2.0,2.0,44.0,0.0,2.0,7.0,14.0,0.0,0.0,0.0,101451.91,46144.8,333893.32,24655.8,0.35000000000000003,0.8,0.36,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
4368,0013000000FKrzr,Epicor Software Corp,High Tech,2000.0,4,$1M-5M,Basic,850.0,840.0,713.0,0.0,0.85,0.0,243.0,124.0,406.0,344.0,40.6,198.0,0.0,595.0,0.0,0.0,66.0,0.0,3.0,1.0,0.0,66.0,670.0,32.0,1086751.0,405.22,340386.0,222.0,322.0,19.0,1647764.0,3793185.0,13626860.0,8472075.0,16.0,6.0,4.0,109767.0,6922.0,15687.0,5.0,0.0,0.0,6.0,0.0,70.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,38407.96,777309.0,1306316.96,64600.0,0.03,0.37,0.06,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0
6705,0013000001J4uxp,Telia Sverige AB - Sales Enablement,Professional Services,1001.0,1,$200K-600K,Premier,322.0,97.0,83.0,0.0,0.86,0.0,21.0,7.0,51.0,56.0,51.800000000000004,29.0,0.0,64.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,19.0,0.0,62271.0,0.04,4.0,92.0,10.0,3.0,2156773.0,7425.0,9795.0,251817.0,0.0,0.0,3.0,90.0,1.0,3835.0,0.0,2.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314800.35000000003,364347.72000000003,0.0,0.0,1.0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
6399,00130000002xBRT,SALOMON S.A.S,Media & Communications,608.0,3,$50K-100K,Basic,50.0,48.0,41.0,0.0,0.85,0.0,0.0,0.0,22.0,39.0,28.23,0.0,0.0,0.0,0.0,0.0,39.0,38.0,7.0,0.0,37.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,148.0,5.0,1298329.0,1298329.0,187628.0,2434059.0,0.0,8.0,0.0,305958.0,2.0,3224.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7848.77,0.0,7848.77,0.0,0.1,1.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0.0
10389,0013000001GVb2n,Inovant LLC.,Professional Services,3800.0,1,$1M-5M,Premier,3360.0,2910.0,1501.0,0.0,0.52,0.0,42.0,48.0,235.0,923.0,4.32,165.0,1.0,580.0,0.0,0.0,322.0,0.0,12.0,1.0,0.0,0.0,391.0,16.0,133567.0,90.62,263692.0,1092.0,169.0,15.0,351655.0,632382.0,804153.0,1307836.0,21.0,14.0,251.0,29234.0,160.0,13938.0,0.0,13.0,18.0,0.0,6.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3416913.66,5119183.83,7315012.39,327375.0,7.8100000000000005,0.91,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0,1.0
2108,00100000000FTgt,Quidel Corporation,Healthcare & Life Sciences,615.0,2,$200K-600K,Premier,165.0,164.0,123.0,0.0,0.75,0.0,0.0,4.0,60.0,100.0,9.6,20.0,69.0,89.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,12726.0,7.67,1258.0,5188.0,40.0,8.0,80944.0,43352.0,60322.0,255083.0,0.0,1.0,0.0,9354.0,2.0,2692.0,1.0,12.0,5.0,1.0,0.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,59638.89,9000.0,79284.19,25254.600000000002,0.27,0.7000000000000001,0.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
5557,0013000000ZlL4g,Navman - Wireless Division,High Tech,222.0,3,$100K-200K,Basic,246.0,246.0,195.0,0.0,0.79,0.0,28.0,67.0,140.0,131.0,34.730000000000004,74.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,7.0,117845.0,1570.97,386459.0,902.0,91.0,6.0,76949.0,105850.0,1301226.0,27503.0,14.0,0.0,2.0,3.0,0.0,1120.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29723.28,0.0,29723.28,0.0,0.17,1.0,0.02,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0
8542,00100000001dhvg,Air Liquide Canada Inc.*,Manufacturing,7300.0,2,$200K-600K,Basic,470.0,467.0,400.0,0.0,0.86,0.0,7.0,123.0,29.0,344.0,7.15,165.0,0.0,125.0,5.0,0.0,68.0,4.0,21.0,0.0,0.0,17.0,146.0,2.0,32038.0,31.17,14556.0,38.0,149.0,11.0,223577.0,89514.0,725255.0,3467926.0,68.0,13.0,0.0,10269.0,1.0,3697.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13203.6,474325.16000000003,474325.16000000003,3000.0,0.05,0.81,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
10192,0013000000hImKL,Amgen - Veeva,Healthcare & Life Sciences,3000.0,3,$200K-600K,Basic,7.0,5.0,4.0,0.9400000000000001,0.8,0.92,1.0,27.0,30.0,1633.0,1.18,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.0,0.0,0.0,0.0,0.0,17.0,103.0,2.0,7306020.0,6581797.0,3284871.0,42897889.0,30.0,0.0,0.0,0.0,0.0,21289.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153360.0,0.0,153360.0,0.0,0.31,1.0,0.06,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
8241,00130000000MKa2,Anthem Inc. AMG,Healthcare & Life Sciences,5100.0,4,$1M-5M,Premier,1175.0,1175.0,705.0,0.9500000000000001,0.6,0.74,248.0,189.0,274.0,482.0,9.200000000000001,115.0,0.0,38.0,0.0,0.0,45.0,0.0,2.0,0.0,0.0,0.0,365.0,23.0,258360.0,1951.06,2292495.0,0.0,95.0,10.0,11219591.0,10482365.0,5019292.0,16365162.0,5.0,2.0,1.0,10781.0,99.0,8472.0,0.0,8.0,8.0,5.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133948.74,355259.04,473655.78,5184.0,0.11,0.96,0.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
612,0013000000K9Mai,Etihad Airways,"Hospitality, Travel, & Transportation",20000.0,3,$1M-5M,Premier,892.0,861.0,760.0,0.0,0.88,0.0,39.0,531.0,163.0,746.0,4.11,109.0,0.0,157.0,0.0,0.0,225.0,0.0,5.0,1.0,34.0,0.0,585.0,0.0,17064.0,20.34,17515.0,0.0,162.0,15.0,270958.0,174136.0,1583678.0,18499643.0,47.0,3.0,4.0,22063.0,204.0,83130.0,6.0,3.0,11.0,5.0,1.0,83.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,296891.3,0.0,813268.0,636000.0,0.2,0.32,0.22,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
987,0013000000NRyNX,Esko-Graphics BVBA,High Tech,946.0,3,$600K-1M,Premier,906.0,575.0,507.0,0.0,0.88,0.0,106.0,137.0,182.0,431.0,34.58,204.0,177.0,290.0,93.0,4.0,608.0,150.0,73.0,0.0,0.0,0.0,325.0,29.0,109080.0,634.0500000000001,364576.0,19128.0,142.0,11.0,70561.0,195564.0,549164.0,4055743.0,0.0,7.0,0.0,239706.0,0.0,6256.0,1.0,3.0,6.0,3.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,63180.0,98280.0,85795.2,4147.2,0.11,0.9400000000000001,0.01,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
10520,00130000002xGl0,Touring,"Hospitality, Travel, & Transportation",246.0,1,$200K-600K,Premier,125.0,27.0,10.0,0.0,0.37,0.0,0.0,0.0,0.0,5.0,0.04,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,28.0,1.0,27.0,4.0,57.0,3.0,1007610.0,945751.0,25.0,1004388.0,4.0,0.0,0.0,0.0,0.0,7437.0,0.0,2.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230750.99,213.84,437628.02,0.0,1.0,1.0,0.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1.0
3051,0013000000GLOnE,Cargotec Oyj,Manufacturing,11000.0,2,$200K-600K,Premier,508.0,501.0,346.0,0.0,0.6900000000000001,0.0,7.0,11.0,26.0,163.0,5.93,76.0,0.0,207.0,1.0,0.0,69.0,0.0,5.0,3.0,0.0,0.0,78.0,12.0,17411.0,1.94,972.0,467.0,95.0,8.0,16602.0,22833.0,18461.0,531795.0,18.0,9.0,6.0,7409.0,12.0,9989.0,0.0,1.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,14.290000000000001,50452.24,192595.06,19129.22,0.0,0.1,1.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
5394,0013000000K8RsZ,Netbrain Technologies Inc,High Tech,182.0,4,$200K-600K,Premier,302.0,198.0,183.0,0.0,0.92,0.0,40.0,30.0,137.0,144.0,58.76,109.0,83.0,152.0,3.0,0.0,93.0,0.0,1.0,11.0,31.0,2.0,145.0,2.0,19421.0,1501.43,297283.0,68.0,236.0,11.0,29231.0,106828.0,2184003.0,4202959.0,3.0,0.0,0.0,21598.0,517.0,2813.0,1.0,2.0,198.0,15.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,223790.83000000002,99000.0,134619.6,24000.0,0.71,0.9,0.03,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
7396,0013000000hJmlQ,"Pentair Flow Technologies, LLC",Manufacturing,10001.0,3,0-1$,Premier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432529.5,792692.0,1288129.5,585000.0,1.0,0.43,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,1.0
